ID	noGenes	noSamples	Species	Tissues	GO.BP.ID	GO.BP.p	GO.BP.adj.p	GO.CC.ID	GO.CC.p	GO.CC.adj.p	GO.MF.ID	GO.MF.p	GO.MF.adj.p	KEGG.ID	KEGG.p	KEGG.adj.p	CHR	CHR.p	CHR.adj.p	Genes	Samples
243	132	5	mmu;oan	ts	GO:0000279	1,10E-13	1,89E-10	GO:0000775	3,91E-08	3,48E-06	GO:0003774	6,04E-05	0,004467859564009	3440	0,006437016008299	0,126033959088779	1	0,006149084937742	0,480512325973232	ENSG00000163870;ENSG00000204952;ENSG00000157330;ENSG00000156206;ENSG00000166451;ENSG00000115850;ENSG00000176927;ENSG00000018699;ENSG00000064218;ENSG00000132623;ENSG00000181544;ENSG00000131951;ENSG00000155530;ENSG00000182645;ENSG00000171824;ENSG00000178177;ENSG00000161057;ENSG00000163071;ENSG00000187772;ENSG00000198765;ENSG00000105428;ENSG00000152457;ENSG00000165325;ENSG00000205301;ENSG00000122735;ENSG00000152763;ENSG00000114113;ENSG00000083782;ENSG00000162843;ENSG00000160188;ENSG00000162763;ENSG00000166596;ENSG00000197275;ENSG00000138592;ENSG00000161594;ENSG00000162782;ENSG00000186871;ENSG00000121075;ENSG00000147570;ENSG00000152670;ENSG00000185697;ENSG00000077935;ENSG00000112742;ENSG00000117724;ENSG00000137709;ENSG00000107651;ENSG00000173728;ENSG00000138160;ENSG00000164627;ENSG00000204815;ENSG00000066279;ENSG00000180113;ENSG00000095627;ENSG00000143033;ENSG00000156802;ENSG00000179008;ENSG00000131747;ENSG00000165105;ENSG00000164663;ENSG00000183621;ENSG00000188786;ENSG00000196092;ENSG00000183862;ENSG00000140057;ENSG00000140459;ENSG00000138039;ENSG00000165078;ENSG00000198807;ENSG00000141200;ENSG00000136931;ENSG00000034239;ENSG00000087916;ENSG00000143452;ENSG00000165383;ENSG00000188306;ENSG00000118193;ENSG00000196535;ENSG00000124721;ENSG00000174371;ENSG00000118434;ENSG00000125207;ENSG00000188554;ENSG00000171241;ENSG00000080986;ENSG00000136982;ENSG00000198912;ENSG00000178125;ENSG00000152253;ENSG00000105982;ENSG00000117477;ENSG00000128408;ENSG00000185480;ENSG00000180914;ENSG00000164746;ENSG00000151962;ENSG00000146856;ENSG00000164113;ENSG00000204882;ENSG00000094975;ENSG00000139618;ENSG00000162592;ENSG00000158113;ENSG00000180667;ENSG00000064726;ENSG00000205129;ENSG00000146857;ENSG00000179021;ENSG00000122484;ENSG00000118307;ENSG00000103599;ENSG00000103021;ENSG00000092978;ENSG00000181378;ENSG00000165807;ENSG00000151575;ENSG00000102384;ENSG00000183977;ENSG00000166881;ENSG00000123219;ENSG00000071243;ENSG00000125409;ENSG00000153060;ENSG00000054796;ENSG00000171722;ENSG00000151773;ENSG00000165805;ENSG00000173947;ENSG00000164675;ENSG00000186075;ENSG00000042813;ENSG00000136122;ENSG00000107882	mmu_ts_m1_ca1;mmu_ts_m2_ca1;oan_ts_m3_ca1;oan_ts_m1_ca1;oan_ts_m2_ca1
244	126	3	mmu	ht	GO:0007517	1,01E-05	0,001255423024647	GO:0030016	1,07E-10	2,12E-08	GO:0008307	0,000194833431218	0,010931868062431	5414	1,10E-05	0,001110133155949	3	0,020119953012243	0,75622187768199	ENSG00000198523;ENSG00000163069;ENSG00000168530;ENSG00000198336;ENSG00000132964;ENSG00000140986;ENSG00000163380;ENSG00000170807;ENSG00000073146;ENSG00000172878;ENSG00000174429;ENSG00000154415;ENSG00000140043;ENSG00000120217;ENSG00000007202;ENSG00000165192;ENSG00000168291;ENSG00000239388;ENSG00000100628;ENSG00000146809;ENSG00000048028;ENSG00000084754;ENSG00000080546;ENSG00000101460;ENSG00000179295;ENSG00000243646;ENSG00000103966;ENSG00000144771;ENSG00000172399;ENSG00000164142;ENSG00000157119;ENSG00000102683;ENSG00000181610;ENSG00000116688;ENSG00000171109;ENSG00000116679;ENSG00000119638;ENSG00000172954;ENSG00000154188;ENSG00000140795;ENSG00000145949;ENSG00000129749;ENSG00000188559;ENSG00000175564;ENSG00000144674;ENSG00000196792;ENSG00000035681;ENSG00000156219;ENSG00000069869;ENSG00000163833;ENSG00000141052;ENSG00000135766;ENSG00000135063;ENSG00000170881;ENSG00000170681;ENSG00000006576;ENSG00000105953;ENSG00000102081;ENSG00000122299;ENSG00000117480;ENSG00000148677;ENSG00000166046;ENSG00000163820;ENSG00000164440;ENSG00000187079;ENSG00000184117;ENSG00000185442;ENSG00000186628;ENSG00000182985;ENSG00000185761;ENSG00000024048;ENSG00000161326;ENSG00000134571;ENSG00000129048;ENSG00000110422;ENSG00000136573;ENSG00000081248;ENSG00000174437;ENSG00000162458;ENSG00000180628;ENSG00000120457;ENSG00000163217;ENSG00000114796;ENSG00000138347;ENSG00000121743;ENSG00000163827;ENSG00000198812;ENSG00000122477;ENSG00000096696;ENSG00000137177;ENSG00000168263;ENSG00000172061;ENSG00000160285;ENSG00000197170;ENSG00000123096;ENSG00000115593;ENSG00000163875;ENSG00000110871;ENSG00000130957;ENSG00000140416;ENSG00000151247;ENSG00000130414;ENSG00000119689;ENSG00000134375;ENSG00000197217;ENSG00000164136;ENSG00000170891;ENSG00000133935;ENSG00000119421;ENSG00000143498;ENSG00000070190;ENSG00000141627;ENSG00000123983;ENSG00000185808;ENSG00000166411;ENSG00000140006;ENSG00000171503;ENSG00000147684;ENSG00000072954;ENSG00000178562;ENSG00000170417;ENSG00000162852;ENSG00000165917;ENSG00000163832;ENSG00000162441;ENSG00000184897	mmu_ht_m2_ca1;mmu_ht_m1_ca1;mmu_ht_f_ca1
245	91	4	oan	br;cb	GO:0050684	0,003464637503851	0,101247329975508	GO:0030126	0,003949165072185	0,052697417444949	GO:0030594	0,005427643871389	0,107583070117185	5220	0,004828507896193	0,10600461549889	1	0,015182811717384	0,688148033773634	ENSG00000132912;ENSG00000164932;ENSG00000151812;ENSG00000129636;ENSG00000156026;ENSG00000126010;ENSG00000183726;ENSG00000160049;ENSG00000165283;ENSG00000155011;ENSG00000112308;ENSG00000162923;ENSG00000109320;ENSG00000184709;ENSG00000132297;ENSG00000168268;ENSG00000152785;ENSG00000196116;ENSG00000166569;ENSG00000136643;ENSG00000168564;ENSG00000102243;ENSG00000111252;ENSG00000047188;ENSG00000124226;ENSG00000117971;ENSG00000121486;ENSG00000176393;ENSG00000162664;ENSG00000141140;ENSG00000075142;ENSG00000175727;ENSG00000136068;ENSG00000131725;ENSG00000167193;ENSG00000008128;ENSG00000104427;ENSG00000081014;ENSG00000163635;ENSG00000130640;ENSG00000188517;ENSG00000104321;ENSG00000169306;ENSG00000177479;ENSG00000103769;ENSG00000180628;ENSG00000185619;ENSG00000186350;ENSG00000182359;ENSG00000070019;ENSG00000149972;ENSG00000132670;ENSG00000154342;ENSG00000151834;ENSG00000163634;ENSG00000112619;ENSG00000133641;ENSG00000136982;ENSG00000222011;ENSG00000144233;ENSG00000182156;ENSG00000178971;ENSG00000101654;ENSG00000138459;ENSG00000088356;ENSG00000198049;ENSG00000129673;ENSG00000081985;ENSG00000171608;ENSG00000029559;ENSG00000174948;ENSG00000139173;ENSG00000162694;ENSG00000154945;ENSG00000141577;ENSG00000133119;ENSG00000134489;ENSG00000122218;ENSG00000106070;ENSG00000109572;ENSG00000132664;ENSG00000139971;ENSG00000104331;ENSG00000140521;ENSG00000146242;ENSG00000176209;ENSG00000197579;ENSG00000065183;ENSG00000183093;ENSG00000119720;ENSG00000131043	oan_br_m_ca1;oan_br_f_ca1;oan_cb_m_ca1;oan_cb_f_ca1
246	101	3	oan	ts	GO:0000279	2,74E-07	6,40E-05	GO:0005634	0,000891426155608	0,016592688301277	GO:0003676	0,000289454445634	0,014873102409993	4080	0,004647751234789	0,103827635327981	X	0,003563963638183	0,404109868170783	ENSG00000163870;ENSG00000204952;ENSG00000115850;ENSG00000129810;ENSG00000102239;ENSG00000018699;ENSG00000172548;ENSG00000064218;ENSG00000181544;ENSG00000155530;ENSG00000182645;ENSG00000171824;ENSG00000178177;ENSG00000165304;ENSG00000187772;ENSG00000205250;ENSG00000152457;ENSG00000205301;ENSG00000152763;ENSG00000106144;ENSG00000114113;ENSG00000162763;ENSG00000197275;ENSG00000085872;ENSG00000156194;ENSG00000186871;ENSG00000166569;ENSG00000121075;ENSG00000122482;ENSG00000185963;ENSG00000112742;ENSG00000066279;ENSG00000095627;ENSG00000178175;ENSG00000143033;ENSG00000156802;ENSG00000179008;ENSG00000137672;ENSG00000110344;ENSG00000165105;ENSG00000164663;ENSG00000183621;ENSG00000137558;ENSG00000091704;ENSG00000196092;ENSG00000183862;ENSG00000163312;ENSG00000140459;ENSG00000138039;ENSG00000165078;ENSG00000198807;ENSG00000204174;ENSG00000136931;ENSG00000162949;ENSG00000034239;ENSG00000087916;ENSG00000176635;ENSG00000143452;ENSG00000165383;ENSG00000188306;ENSG00000118193;ENSG00000196535;ENSG00000174371;ENSG00000137270;ENSG00000171311;ENSG00000188554;ENSG00000159259;ENSG00000146378;ENSG00000092470;ENSG00000136982;ENSG00000198912;ENSG00000152253;ENSG00000128408;ENSG00000185480;ENSG00000102174;ENSG00000180914;ENSG00000151962;ENSG00000129933;ENSG00000205765;ENSG00000163636;ENSG00000204882;ENSG00000094975;ENSG00000065618;ENSG00000146857;ENSG00000122484;ENSG00000197353;ENSG00000135108;ENSG00000092978;ENSG00000135336;ENSG00000164603;ENSG00000102384;ENSG00000111875;ENSG00000183977;ENSG00000205835;ENSG00000184677;ENSG00000215203;ENSG00000071243;ENSG00000114388;ENSG00000205081;ENSG00000167447;ENSG00000136122	oan_ts_m3_ca1;oan_ts_m1_ca1;oan_ts_m2_ca1
247	96	3	mmu	lv	GO:0006082	1,44E-08	5,43E-06	GO:0031301	9,87E-06	0,000400367562394	GO:0031406	3,49E-05	0,002919630563383	260	0,003381500689351	0,083215166804445	10	0,017776114770994	0,735063697795648	ENSG00000184860;ENSG00000005469;ENSG00000134962;ENSG00000132964;ENSG00000137561;ENSG00000112293;ENSG00000124713;ENSG00000187778;ENSG00000198924;ENSG00000133742;ENSG00000115525;ENSG00000169856;ENSG00000180263;ENSG00000141977;ENSG00000145384;ENSG00000204033;ENSG00000143653;ENSG00000117411;ENSG00000115825;ENSG00000151553;ENSG00000179520;ENSG00000080166;ENSG00000112394;ENSG00000116260;ENSG00000107447;ENSG00000072849;ENSG00000151790;ENSG00000154305;ENSG00000023330;ENSG00000196083;ENSG00000117479;ENSG00000165895;ENSG00000178607;ENSG00000117528;ENSG00000102580;ENSG00000168234;ENSG00000100100;ENSG00000123453;ENSG00000113494;ENSG00000198650;ENSG00000137944;ENSG00000213341;ENSG00000122299;ENSG00000119787;ENSG00000134324;ENSG00000116704;ENSG00000166035;ENSG00000166033;ENSG00000188822;ENSG00000024048;ENSG00000140391;ENSG00000129048;ENSG00000138075;ENSG00000115085;ENSG00000146648;ENSG00000103064;ENSG00000165474;ENSG00000127955;ENSG00000157617;ENSG00000103375;ENSG00000139160;ENSG00000036473;ENSG00000141579;ENSG00000123096;ENSG00000017427;ENSG00000144233;ENSG00000084110;ENSG00000125255;ENSG00000166821;ENSG00000221947;ENSG00000166123;ENSG00000159921;ENSG00000065328;ENSG00000173846;ENSG00000113594;ENSG00000172817;ENSG00000139209;ENSG00000073734;ENSG00000080819;ENSG00000135185;ENSG00000172554;ENSG00000140107;ENSG00000143801;ENSG00000152749;ENSG00000125124;ENSG00000198060;ENSG00000121680;ENSG00000049239;ENSG00000051108;ENSG00000151892;ENSG00000158615;ENSG00000187546;ENSG00000125149;ENSG00000136827;ENSG00000107897;ENSG00000184897	mmu_lv_m2_ca1;mmu_lv_m1_ca1;mmu_lv_f_ca1
248	92	4	mdo	br;cb	GO:0016255	4,16E-06	0,00060042439808	GO:0042765	4,31E-06	0,00020099370889	GO:0003923	3,55E-06	0,000494125132518	5012	7,06E-05	0,004992016991424	MT	8,72E-05	0,031591930655679	ENSG00000165704;ENSG00000099968;ENSG00000063761;ENSG00000179630;ENSG00000170634;ENSG00000161904;ENSG00000133104;ENSG00000172339;ENSG00000144647;ENSG00000104723;ENSG00000166558;ENSG00000135365;ENSG00000167930;ENSG00000172728;ENSG00000142892;ENSG00000170310;ENSG00000149313;ENSG00000108666;ENSG00000111785;ENSG00000065802;ENSG00000148288;ENSG00000184709;ENSG00000145681;ENSG00000132906;ENSG00000051009;ENSG00000185053;ENSG00000197429;ENSG00000078699;ENSG00000198727;ENSG00000082212;ENSG00000050030;ENSG00000120685;ENSG00000137509;ENSG00000148541;ENSG00000040341;ENSG00000126226;ENSG00000187595;ENSG00000111666;ENSG00000167986;ENSG00000196408;ENSG00000121297;ENSG00000155324;ENSG00000061936;ENSG00000197632;ENSG00000131778;ENSG00000114331;ENSG00000164129;ENSG00000182447;ENSG00000173198;ENSG00000119509;ENSG00000076321;ENSG00000082175;ENSG00000136110;ENSG00000132388;ENSG00000156103;ENSG00000185527;ENSG00000196290;ENSG00000065548;ENSG00000170275;ENSG00000174442;ENSG00000037474;ENSG00000122033;ENSG00000243943;ENSG00000111665;ENSG00000152219;ENSG00000101138;ENSG00000164118;ENSG00000183060;ENSG00000101464;ENSG00000166130;ENSG00000155256;ENSG00000058668;ENSG00000141562;ENSG00000055211;ENSG00000198663;ENSG00000198763;ENSG00000164576;ENSG00000106605;ENSG00000151353;ENSG00000087111;ENSG00000167196;ENSG00000108091;ENSG00000154079;ENSG00000182220;ENSG00000141665;ENSG00000182585;ENSG00000148358;ENSG00000076242;ENSG00000198113;ENSG00000189046;ENSG00000106266;ENSG00000198804	mdo_br_m_ca1;mdo_br_f_ca1;mdo_cb_m_ca1;mdo_cb_f_ca1
249	80	3	hsa	kd	GO:0007588	4,21E-08	1,34E-05	GO:0016324	8,93E-08	7,14E-06	GO:0015280	1,13E-05	0,001229795336329	4960	1,28E-06	0,000191213552411	15	0,070269721147504	0,994372127453213	ENSG00000088386;ENSG00000101158;ENSG00000175538;ENSG00000100220;ENSG00000100079;ENSG00000141401;ENSG00000111725;ENSG00000124839;ENSG00000116218;ENSG00000124299;ENSG00000071127;ENSG00000172053;ENSG00000160202;ENSG00000137673;ENSG00000100739;ENSG00000180104;ENSG00000082258;ENSG00000166415;ENSG00000111199;ENSG00000176387;ENSG00000196396;ENSG00000164626;ENSG00000132437;ENSG00000148942;ENSG00000107611;ENSG00000014257;ENSG00000115602;ENSG00000159618;ENSG00000142677;ENSG00000140297;ENSG00000100592;ENSG00000066827;ENSG00000155066;ENSG00000165272;ENSG00000140519;ENSG00000015413;ENSG00000145103;ENSG00000172296;ENSG00000159217;ENSG00000122121;ENSG00000157734;ENSG00000116183;ENSG00000182752;ENSG00000136944;ENSG00000186130;ENSG00000170835;ENSG00000102837;ENSG00000043039;ENSG00000074410;ENSG00000142661;ENSG00000151704;ENSG00000180251;ENSG00000168269;ENSG00000135374;ENSG00000137648;ENSG00000101104;ENSG00000174358;ENSG00000103811;ENSG00000021488;ENSG00000197892;ENSG00000104886;ENSG00000110801;ENSG00000118564;ENSG00000105875;ENSG00000115112;ENSG00000166828;ENSG00000111319;ENSG00000168447;ENSG00000086991;ENSG00000189292;ENSG00000065882;ENSG00000168675;ENSG00000108506;ENSG00000161091;ENSG00000023287;ENSG00000162390;ENSG00000099994;ENSG00000064115;ENSG00000100890;ENSG00000119636	hsa_kd_m2_ca1;hsa_kd_m1_ca1;hsa_kd_f_ca1
250	72	3	mmu	cb	GO:0006836	0,000264073751565	0,016596998652576	GO:0005887	0,000672747967335	0,013249669572411	GO:0005275	7,46E-05	0,005257986477949	770	0,004244055430155	0,097816461269631	1	0,010018133446734	0,586262966277457	ENSG00000159197;ENSG00000187583;ENSG00000163466;ENSG00000164327;ENSG00000132964;ENSG00000136044;ENSG00000060982;ENSG00000115665;ENSG00000116044;ENSG00000183778;ENSG00000107623;ENSG00000198492;ENSG00000119283;ENSG00000070501;ENSG00000122025;ENSG00000153012;ENSG00000148482;ENSG00000075826;ENSG00000147434;ENSG00000159086;ENSG00000069869;ENSG00000165646;ENSG00000100711;ENSG00000135541;ENSG00000115484;ENSG00000139287;ENSG00000028116;ENSG00000138741;ENSG00000152592;ENSG00000147421;ENSG00000163064;ENSG00000134200;ENSG00000120616;ENSG00000187527;ENSG00000109943;ENSG00000135824;ENSG00000115474;ENSG00000145888;ENSG00000107593;ENSG00000165731;ENSG00000134242;ENSG00000178538;ENSG00000070886;ENSG00000106069;ENSG00000134198;ENSG00000163788;ENSG00000132164;ENSG00000165970;ENSG00000152208;ENSG00000154764;ENSG00000197208;ENSG00000170819;ENSG00000122012;ENSG00000116237;ENSG00000151413;ENSG00000141994;ENSG00000127318;ENSG00000140807;ENSG00000174564;ENSG00000081985;ENSG00000117697;ENSG00000166225;ENSG00000089091;ENSG00000127588;ENSG00000181817;ENSG00000106341;ENSG00000189195;ENSG00000188807;ENSG00000127125;ENSG00000156928;ENSG00000100890;ENSG00000087301	mmu_cb_m1_ca1;mmu_cb_m2_ca1;mmu_cb_f_ca1
251	89	4	mdo	kd;lv	GO:0046512	0,000735240670312	0,035355185631847	GO:0005737	0,001111202060251	0,019732355066052	GO:0016667	0,000969303542742	0,036289467240083	5012	0,000559453944497	0,024851499151561	MT	7,17E-05	0,027510575580561	ENSG00000133138;ENSG00000163900;ENSG00000139370;ENSG00000078124;ENSG00000063761;ENSG00000170634;ENSG00000109184;ENSG00000175416;ENSG00000166558;ENSG00000133937;ENSG00000172728;ENSG00000117151;ENSG00000110497;ENSG00000170044;ENSG00000160223;ENSG00000124356;ENSG00000177054;ENSG00000205302;ENSG00000179674;ENSG00000083782;ENSG00000174348;ENSG00000094755;ENSG00000112394;ENSG00000116260;ENSG00000156194;ENSG00000198727;ENSG00000153575;ENSG00000175066;ENSG00000076351;ENSG00000070882;ENSG00000113761;ENSG00000101311;ENSG00000138784;ENSG00000163527;ENSG00000204842;ENSG00000116830;ENSG00000196428;ENSG00000196408;ENSG00000198643;ENSG00000164168;ENSG00000124608;ENSG00000137824;ENSG00000113141;ENSG00000060749;ENSG00000133657;ENSG00000138653;ENSG00000166847;ENSG00000130830;ENSG00000135374;ENSG00000150681;ENSG00000102189;ENSG00000108669;ENSG00000132388;ENSG00000127377;ENSG00000133026;ENSG00000060566;ENSG00000151465;ENSG00000117862;ENSG00000159200;ENSG00000172890;ENSG00000148572;ENSG00000242247;ENSG00000065548;ENSG00000174206;ENSG00000108474;ENSG00000177076;ENSG00000163686;ENSG00000102921;ENSG00000140832;ENSG00000149100;ENSG00000111665;ENSG00000115364;ENSG00000075303;ENSG00000136011;ENSG00000058668;ENSG00000198763;ENSG00000053900;ENSG00000104331;ENSG00000164081;ENSG00000198951;ENSG00000172840;ENSG00000163719;ENSG00000123352;ENSG00000149231;ENSG00000047056;ENSG00000166454;ENSG00000110888;ENSG00000198804;ENSG00000178467	mdo_kd_m_ca1;mdo_kd_f_ca1;mdo_lv_m_ca1;mdo_lv_f_ca1
252	117	4	mmu;gga	ts	GO:0007017	2,92E-08	9,83E-06	GO:0015630	7,78E-07	4,61E-05	GO:0003777	7,87E-09	4,09E-06	3440	0,004010352747152	0,09406255502501	17	0,001056568952261	0,195605136675191	ENSG00000204952;ENSG00000157330;ENSG00000188596;ENSG00000156206;ENSG00000136937;ENSG00000100578;ENSG00000143494;ENSG00000124237;ENSG00000135577;ENSG00000176927;ENSG00000135334;ENSG00000076053;ENSG00000106477;ENSG00000109805;ENSG00000064218;ENSG00000132623;ENSG00000171962;ENSG00000131951;ENSG00000179270;ENSG00000163071;ENSG00000105428;ENSG00000165325;ENSG00000152763;ENSG00000171595;ENSG00000132436;ENSG00000117650;ENSG00000162843;ENSG00000160188;ENSG00000166596;ENSG00000111046;ENSG00000111049;ENSG00000138279;ENSG00000137075;ENSG00000161594;ENSG00000025800;ENSG00000174343;ENSG00000102531;ENSG00000185697;ENSG00000077935;ENSG00000214814;ENSG00000137709;ENSG00000108788;ENSG00000173728;ENSG00000165115;ENSG00000204815;ENSG00000066279;ENSG00000169379;ENSG00000129173;ENSG00000180113;ENSG00000132972;ENSG00000085840;ENSG00000073282;ENSG00000173588;ENSG00000131747;ENSG00000110851;ENSG00000141664;ENSG00000137216;ENSG00000108255;ENSG00000140057;ENSG00000107807;ENSG00000121621;ENSG00000186185;ENSG00000186638;ENSG00000141200;ENSG00000183813;ENSG00000188306;ENSG00000136802;ENSG00000118193;ENSG00000124721;ENSG00000118434;ENSG00000165120;ENSG00000198520;ENSG00000198723;ENSG00000171241;ENSG00000186409;ENSG00000151838;ENSG00000016864;ENSG00000178125;ENSG00000155561;ENSG00000185002;ENSG00000151962;ENSG00000146856;ENSG00000141519;ENSG00000164430;ENSG00000159374;ENSG00000034063;ENSG00000175097;ENSG00000164162;ENSG00000042088;ENSG00000139618;ENSG00000162592;ENSG00000158113;ENSG00000197119;ENSG00000146857;ENSG00000103599;ENSG00000092978;ENSG00000121895;ENSG00000124251;ENSG00000181378;ENSG00000153930;ENSG00000165807;ENSG00000173093;ENSG00000156876;ENSG00000156509;ENSG00000165990;ENSG00000080802;ENSG00000077514;ENSG00000165490;ENSG00000165164;ENSG00000125409;ENSG00000054796;ENSG00000171722;ENSG00000205081;ENSG00000100565;ENSG00000164675;ENSG00000042813;ENSG00000136122	mmu_ts_m1_ca1;mmu_ts_m2_ca1;gga_ts_m1_ca1;gga_ts_m2_ca1
253	117	3	mmu	kd	GO:0006814	5,68E-05	0,005011001967087	GO:0016324	0,000255791760571	0,006141687603347	GO:0022804	7,24E-05	0,005135507873661	601	0,00026102585084	0,014353218921621	10	0,058052786941831	0,975045017952667	ENSG00000103264;ENSG00000163814;ENSG00000165983;ENSG00000005469;ENSG00000133116;ENSG00000132964;ENSG00000213965;ENSG00000048471;ENSG00000126821;ENSG00000182271;ENSG00000172461;ENSG00000123240;ENSG00000100372;ENSG00000081800;ENSG00000180694;ENSG00000155011;ENSG00000070610;ENSG00000177888;ENSG00000170044;ENSG00000091181;ENSG00000129515;ENSG00000183778;ENSG00000111199;ENSG00000185339;ENSG00000117411;ENSG00000148935;ENSG00000114248;ENSG00000204084;ENSG00000130385;ENSG00000178234;ENSG00000148942;ENSG00000122912;ENSG00000118454;ENSG00000118579;ENSG00000104413;ENSG00000107611;ENSG00000197601;ENSG00000115221;ENSG00000138190;ENSG00000070882;ENSG00000187210;ENSG00000196586;ENSG00000145779;ENSG00000069869;ENSG00000101311;ENSG00000078070;ENSG00000138784;ENSG00000036565;ENSG00000068650;ENSG00000117528;ENSG00000147003;ENSG00000173068;ENSG00000001036;ENSG00000145103;ENSG00000131183;ENSG00000111666;ENSG00000213341;ENSG00000157107;ENSG00000108039;ENSG00000180245;ENSG00000100239;ENSG00000120087;ENSG00000113946;ENSG00000122861;ENSG00000102038;ENSG00000129048;ENSG00000163545;ENSG00000036828;ENSG00000165816;ENSG00000138639;ENSG00000197818;ENSG00000155957;ENSG00000102837;ENSG00000117448;ENSG00000153807;ENSG00000138798;ENSG00000151704;ENSG00000153822;ENSG00000118762;ENSG00000123500;ENSG00000135373;ENSG00000113273;ENSG00000159263;ENSG00000081052;ENSG00000169031;ENSG00000137745;ENSG00000198759;ENSG00000197208;ENSG00000112851;ENSG00000135835;ENSG00000141579;ENSG00000141434;ENSG00000112818;ENSG00000105929;ENSG00000163875;ENSG00000125255;ENSG00000167767;ENSG00000072840;ENSG00000130957;ENSG00000115112;ENSG00000086991;ENSG00000197217;ENSG00000149289;ENSG00000117697;ENSG00000157315;ENSG00000136250;ENSG00000162813;ENSG00000120594;ENSG00000099994;ENSG00000140006;ENSG00000182919;ENSG00000118017;ENSG00000100373;ENSG00000171243;ENSG00000188266;ENSG00000137440;ENSG00000184897	mmu_kd_m1_ca1;mmu_kd_m2_ca1;mmu_kd_f_ca1
254	92	7	hsa;ptr;ppa;ggo;mml	ts	GO:0000279	2,89E-06	0,000446546760276	GO:0005876	1,29E-05	0,000504400395801	GO:0032452	0,004460409002606	0,097326689573335	4114	0,004504822658478	0,101458616985936	19	0,036442677157614	0,87069038572238	ENSG00000157330;ENSG00000004487;ENSG00000160207;ENSG00000141979;ENSG00000137473;ENSG00000159625;ENSG00000145491;ENSG00000169126;ENSG00000124237;ENSG00000133739;ENSG00000100526;ENSG00000064703;ENSG00000152430;ENSG00000163645;ENSG00000182645;ENSG00000113569;ENSG00000158882;ENSG00000115241;ENSG00000171595;ENSG00000148602;ENSG00000117650;ENSG00000197168;ENSG00000088756;ENSG00000101146;ENSG00000112053;ENSG00000169679;ENSG00000147570;ENSG00000152670;ENSG00000117481;ENSG00000091536;ENSG00000143476;ENSG00000198742;ENSG00000126883;ENSG00000143319;ENSG00000138160;ENSG00000066135;ENSG00000132972;ENSG00000175093;ENSG00000105053;ENSG00000137975;ENSG00000087586;ENSG00000136492;ENSG00000005189;ENSG00000138180;ENSG00000124818;ENSG00000167210;ENSG00000143125;ENSG00000153827;ENSG00000145041;ENSG00000148429;ENSG00000131668;ENSG00000196323;ENSG00000121621;ENSG00000185231;ENSG00000206075;ENSG00000121634;ENSG00000166450;ENSG00000118434;ENSG00000165501;ENSG00000125207;ENSG00000198723;ENSG00000150628;ENSG00000158055;ENSG00000176915;ENSG00000111305;ENSG00000110315;ENSG00000087903;ENSG00000163655;ENSG00000140307;ENSG00000184445;ENSG00000084693;ENSG00000164113;ENSG00000137707;ENSG00000167094;ENSG00000154227;ENSG00000105229;ENSG00000153347;ENSG00000188133;ENSG00000106038;ENSG00000032742;ENSG00000162814;ENSG00000150676;ENSG00000183977;ENSG00000156509;ENSG00000154645;ENSG00000164645;ENSG00000162639;ENSG00000185721;ENSG00000186075;ENSG00000042813;ENSG00000182010;ENSG00000170788	hsa_ts_m2_ca1;hsa_ts_m1_ca1;ptr_ts_m_ca1;ppa_ts_m_ca1;ggo_ts_m_ca1;mml_ts_m1_ca1;mml_ts_m2_ca1
